offset_seconds,timestamp_utc,author,message,comic,sentiment
4092.0,2026-09-22T06:17:05.001000+00:00,@billyboing215,are these jokes????,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4096.1,2026-09-22T06:17:09.097000+00:00,@rocjames1,I poop funny shit,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4097.9,2026-09-22T06:17:10.922000+00:00,@ruthless6752,wowwww,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4098.8,2026-09-22T06:17:11.785000+00:00,@Reasonable6,It's not even a real joke. He stole it from other people.,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4098.9,2026-09-22T06:17:11.872000+00:00,@DRFROGGENETICS,Joe Dirt cousin Tom Dirt,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4103.1,2026-09-22T06:17:16.099000+00:00,@Donnieboy24,same hairstyle as princess peach,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4105.6,2026-09-22T06:17:18.604000+00:00,@alisonwayland6057,Tennessee called and they want their waterfall back,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4108.9,2026-09-22T06:17:21.916000+00:00,@goodviibes8573,The jokes got lost in his hair ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4109.0,2026-09-22T06:17:22.028000+00:00,@ruthless6752,he said I forgot the joke smh,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4110.1,2026-09-22T06:17:23.060000+00:00,@Reasonable6,boo,"Bashar's Middle Eastern (auto-detected, please verify)",-1.0
4118.0,2026-09-22T06:17:31.031000+00:00,@henryOP8749,Jim  and modern that was crazy about the blind chicks bro  ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4119.9,2026-09-22T06:17:32.917000+00:00,@POOPURL,Okay,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4120.7,2026-09-22T06:17:33.688000+00:00,@williamjohnson1302,uhhh....,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4123.0,2026-09-22T06:17:35.989000+00:00,@DRFROGGENETICS,terrible,"Bashar's Middle Eastern (auto-detected, please verify)",-1.0
4125.7,2026-09-22T06:17:38.729000+00:00,@POOPURL,Nvm,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4126.6,2026-09-22T06:17:39.617000+00:00,@billyboing215,he grew up rich,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4129.1,2026-09-22T06:17:42.051000+00:00,@sunkissed335,Donnieboy,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4129.5,2026-09-22T06:17:42.482000+00:00,@JimboTheComic,Ok well I’m trying my best ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4129.5,2026-09-22T06:17:42.485000+00:00,@ineverlutes,@donnieboy nooo ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4131.7,2026-09-22T06:17:44.675000+00:00,@williamjohnson1302,literally no punch line,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4135.7,2026-09-22T06:17:48.744000+00:00,@ruthless6752,no one laughed bruh I would be embarrassed,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4139.0,2026-09-22T06:17:52+00:00,@JimboTheComic,Billy LMAO,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4143.4,2026-09-22T06:17:56.447000+00:00,@z28diablo,Why you holding out Uncle Joel?,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4143.7,2026-09-22T06:17:56.721000+00:00,@bigvinceking,,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4143.9,2026-09-22T06:17:56.888000+00:00,@rocjames1,Farah faucet if she was a transgender,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4144.8,2026-09-22T06:17:57.756000+00:00,@Reasonable6,This is why rich people suck,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4145.5,2026-09-22T06:17:58.532000+00:00,@Jonny5ive5,it's hard to follow a lot of bombing,"Bashar's Middle Eastern (auto-detected, please verify)",-1.0
4155.6,2026-09-22T06:18:08.577000+00:00,@JimboTheComic,Jonny welcome to hell ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4157.9,2026-09-22T06:18:10.895000+00:00,@j.moreno9703,no helmets  hilarious,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4159.3,2026-09-22T06:18:12.257000+00:00,@JimboTheComic,Glad to have ya ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4159.9,2026-09-22T06:18:12.860000+00:00,@KristyFlattley-o2e,dont give up the day job,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4159.9,2026-09-22T06:18:12.926000+00:00,@EricNelson1236,woulda called you a perv,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4164.4,2026-09-22T06:18:17.378000+00:00,@bigvinceking,  ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4165.5,2026-09-22T06:18:18.481000+00:00,@Zeroturn70,Did you fuck her?,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4166.0,2026-09-22T06:18:19.007000+00:00,@MODERN-CAVEMAN-420,"this bomb is so bad, it's a war crime.","Bashar's Middle Eastern (auto-detected, please verify)",-1.0
4167.2,2026-09-22T06:18:20.246000+00:00,@billyboing215,so confident with no talent,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4167.8,2026-09-22T06:18:20.807000+00:00,@DeronJohnson70,Hairpes ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4171.7,2026-09-22T06:18:24.698000+00:00,@POOPURL,The big hitter failed lmao,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4171.8,2026-09-22T06:18:24.808000+00:00,@GregDouchette,"Jimbo, is this you? ","Bashar's Middle Eastern (auto-detected, please verify)",0.0
4175.0,2026-09-22T06:18:27.993000+00:00,@Reasonable6,Every time I turn this f****** channel on the only thing that wins is the chat.,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4180.8,2026-09-22T06:18:33.814000+00:00,@williamjohnson1302,"loser in the front, party in the bacckkkk","Bashar's Middle Eastern (auto-detected, please verify)",0.0
4182.8,2026-09-22T06:18:35.807000+00:00,@McMisfit,"mayo, jesus","Bashar's Middle Eastern (auto-detected, please verify)",0.0
4185.1,2026-09-22T06:18:38.120000+00:00,@DeronJohnson70,,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4185.7,2026-09-22T06:18:38.728000+00:00,@bigvinceking,BOOOOOOOOOO,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4188.5,2026-09-22T06:18:41.475000+00:00,@Warisstupid,OMG these comics have no self awareness.,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4188.7,2026-09-22T06:18:41.653000+00:00,@S.D.L-m1j,Is Comedy here,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4188.8,2026-09-22T06:18:41.841000+00:00,@alisonwayland6057,I wonder if he rinses and repeats,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4189.3,2026-09-22T06:18:42.281000+00:00,@JimboTheComic,Greg I almost put you in timeout ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4192.5,2026-09-22T06:18:45.545000+00:00,@MODERN-CAVEMAN-420,                                             ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4192.8,2026-09-22T06:18:45.837000+00:00,@goodviibes8573,This is more related to a slow painful death rather than comedy ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4195.2,2026-09-22T06:18:48.193000+00:00,@bigvinceking,,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4195.7,2026-09-22T06:18:48.674000+00:00,@henryOP8749,Lotta titles for this guy imma hold on and see if he funny before I give him anymore,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4196.1,2026-09-22T06:18:49.100000+00:00,@S.D.L-m1j,,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4197.3,2026-09-22T06:18:50.256000+00:00,@JimboTheComic,But I’m too nervous for my set ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4199.3,2026-09-22T06:18:52.335000+00:00,@GregDouchette,,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4203.7,2026-09-22T06:18:56.657000+00:00,@Reasonable6,I imagine this is the average comedy show in Israel.,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4204.6,2026-09-22T06:18:57.614000+00:00,@williamjohnson1302,his split ends got split ends,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4205.3,2026-09-22T06:18:58.282000+00:00,@JimboTheComic,You’re all going to be SO MEAN TO ME ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4206.1,2026-09-22T06:18:59.107000+00:00,@GregDouchette,sorry about that mate ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4206.2,2026-09-22T06:18:59.199000+00:00,@z28diablo,"Jimbo, you have to say the chair is your druncle for us","Bashar's Middle Eastern (auto-detected, please verify)",0.0
4210.6,2026-09-22T06:19:03.617000+00:00,@billyboing215,Helen Keller is it 1988,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4210.9,2026-09-22T06:19:03.907000+00:00,@Slice2112,Best foods mayo doing some heavy lifting here…,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4211.1,2026-09-22T06:19:04.147000+00:00,@bigvinceking,  ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4218.0,2026-09-22T06:19:10.971000+00:00,@rocjames1,Peter Franklin. on Crack,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4220.1,2026-09-22T06:19:13.053000+00:00,@POOPURL, Z,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4221.0,2026-09-22T06:19:13.956000+00:00,@JimboTheComic,I’ll bring up the chair ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4224.9,2026-09-22T06:19:17.923000+00:00,@MODERN-CAVEMAN-420,lord help us.,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4225.8,2026-09-22T06:19:18.799000+00:00,@Hackofalltrades-mh5fq,,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4225.9,2026-09-22T06:19:18.931000+00:00,@bigvinceking,Thank god ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4228.1,2026-09-22T06:19:21.073000+00:00,@williamjohnson1302,he hasn't gotten a haircut in 30 yrs cus he spends it on weed,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4229.0,2026-09-22T06:19:21.961000+00:00,@ineverlutes,@diablo YES,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4231.9,2026-09-22T06:19:24.869000+00:00,@DRFROGGENETICS,I write better jokes in my sleep ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4233.0,2026-09-22T06:19:26.018000+00:00,@bigvinceking,Boooooooooo,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4233.8,2026-09-22T06:19:26.779000+00:00,@henryOP8749,Jim is e mean to you without you ever getting on stage your used to it kill it bro,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4237.1,2026-09-22T06:19:30.105000+00:00,@Mike-Alice-D-InWonderland,someone booed ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4241.0,2026-09-22T06:19:33.989000+00:00,@goodviibes8573,Gay ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4244.7,2026-09-22T06:19:37.697000+00:00,@bigvinceking,Yall succk ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4245.0,2026-09-22T06:19:38.025000+00:00,@billyboing215,booooooooo,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4248.2,2026-09-22T06:19:41.214000+00:00,@EricNelson1236,they did abandon her,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4250.4,2026-09-22T06:19:43.450000+00:00,@williamjohnson1302,funniest part was watching him walk away,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4253.1,2026-09-22T06:19:46.127000+00:00,@z28diablo,"Battle the chair, Jimbo. Guaranteed comic of night","Bashar's Middle Eastern (auto-detected, please verify)",0.0
4256.9,2026-09-22T06:19:49.857000+00:00,@alisonwayland6057,overtime i see him i instantly think of extras in Fast Time at Ridmont High,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4258.0,2026-09-22T06:19:50.977000+00:00,@S.D.L-m1j,,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4258.9,2026-09-22T06:19:51.853000+00:00,@JimboTheComic,Modern there is no lord,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4262.7,2026-09-22T06:19:55.699000+00:00,@ineverlutes,jimbo i will take screenshots of your set don't worry ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4263.1,2026-09-22T06:19:56.127000+00:00,@POOPURL,End it now u are all to drunk,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4263.4,2026-09-22T06:19:56.406000+00:00,@bigvinceking,Good vibes AF!!!,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4265.7,2026-09-22T06:19:58.699000+00:00,@goodviibes8573,5 more ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4268.3,2026-09-22T06:20:01.266000+00:00,@HollywoodStar2026,vibe has picked up a bit,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4268.4,2026-09-22T06:20:01.443000+00:00,@Reasonable6,its soo easy a cave jew can do it,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4268.7,2026-09-22T06:20:01.726000+00:00,@henryOP8749,I write funny jokes then burn them so comedy sim can’t get ahold of them  ,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4269.3,2026-09-22T06:20:02.288000+00:00,@z28diablo,Chair is Lord,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4275.0,2026-09-22T06:20:08.010000+00:00,@MODERN-CAVEMAN-420,I used to think niccoret gum was made for black women.... and I may have been saying it wrong....,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4276.8,2026-09-22T06:20:09.830000+00:00,@royscott2369,Where are you guys from,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4282.7,2026-09-22T06:20:15.723000+00:00,@Donnieboy24,jimmmboooo,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4285.1,2026-09-22T06:20:18.105000+00:00,@ruthless6752,JIMBOOOO,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4289.3,2026-09-22T06:20:22.335000+00:00,@z28diablo,REPENT AND DEDICATE YOUR LIKE TO CHAIR,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4289.3,2026-09-22T06:20:22.348000+00:00,@ineverlutes,JUMBOOOO,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4292.6,2026-09-22T06:20:25.606000+00:00,@ruthless6752,we gonnablet you know,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4295.8,2026-09-22T06:20:28.804000+00:00,@williamjohnson1302,lets goo jumbooooo,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4297.1,2026-09-22T06:20:30.128000+00:00,@POOPURL,Sexual harassment allowed there ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4297.4,2026-09-22T06:20:30.383000+00:00,@TommyTheJarvis,Jumbooooo,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4300.4,2026-09-22T06:20:33.359000+00:00,@henryOP8749,Boston baby,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4303.8,2026-09-22T06:20:36.788000+00:00,@androidchannel309,chair!!!!!,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4305.1,2026-09-22T06:20:38.053000+00:00,@goodviibes8573,Finally ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4306.1,2026-09-22T06:20:39.052000+00:00,@williamjohnson1302,represent!!!!,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4307.1,2026-09-22T06:20:40.149000+00:00,@ineverlutes,WE DID IT,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4307.8,2026-09-22T06:20:40.794000+00:00,@HollywoodStar2026,HOT CAIR ACTION,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4312.2,2026-09-22T06:20:45.218000+00:00,@Donnieboy24,aww yeah look at that thing. armless w 4 sturdy legs. God dayum,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4313.5,2026-09-22T06:20:46.545000+00:00,@Reasonable6,boo,"Bashar's Middle Eastern (auto-detected, please verify)",-1.0
4314.0,2026-09-22T06:20:47.023000+00:00,@Jasonbrennerdj,Uncle incel on stage ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4314.7,2026-09-22T06:20:47.743000+00:00,@henryOP8749,Chair!!!!,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4315.5,2026-09-22T06:20:48.543000+00:00,@Hackofalltrades-mh5fq,@Jim blows the comic,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4316.9,2026-09-22T06:20:49.875000+00:00,@williamjohnson1302,we won!!!!,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4318.8,2026-09-22T06:20:51.835000+00:00,@z28diablo,No jokes needed now Jimbo,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4318.9,2026-09-22T06:20:51.885000+00:00,@rocjames1,more hair than brains,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4321.2,2026-09-22T06:20:54.193000+00:00,@S.D.L-m1j,Did I miss any jokes?,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4321.8,2026-09-22T06:20:54.770000+00:00,@S.D.L-m1j,JIMBOOO,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4323.5,2026-09-22T06:20:56.545000+00:00,@MODERN-CAVEMAN-420,chair is better,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4323.9,2026-09-22T06:20:56.944000+00:00,@jackcarr3361,It’s a fine chair that one ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4324.8,2026-09-22T06:20:57.770000+00:00,@alisonwayland6057,yes! give the chair its light,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4324.9,2026-09-22T06:20:57.869000+00:00,@DRFROGGENETICS,Jimbow seems not funny ,"Bashar's Middle Eastern (auto-detected, please verify)",-1.0
4325.2,2026-09-22T06:20:58.193000+00:00,@goodviibes8573,Hey chair ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4329.1,2026-09-22T06:21:02.139000+00:00,@royscott2369,lol,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4329.5,2026-09-22T06:21:02.476000+00:00,@ineverlutes,oh god give it more CHAIR,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4330.2,2026-09-22T06:21:03.213000+00:00,@z28diablo,Skyler knows the assignment!,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4333.9,2026-09-22T06:21:06.871000+00:00,@DRFROGGENETICS,like at all,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4334.6,2026-09-22T06:21:07.636000+00:00,@GregDouchette,The camera guy understood the assignment ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4337.7,2026-09-22T06:21:10.709000+00:00,@williamjohnson1302,sexy ahh chair,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4337.7,2026-09-22T06:21:10.722000+00:00,@Reasonable6,jewbooe,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4339.2,2026-09-22T06:21:12.248000+00:00,@MODERN-CAVEMAN-420,               ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4340.3,2026-09-22T06:21:13.297000+00:00,@POOPURL,Yeah you still wear a snaoback at 40,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4341.0,2026-09-22T06:21:14.024000+00:00,@Donnieboy24,legend!!,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4342.4,2026-09-22T06:21:15.354000+00:00,@billyboing215,chair is 3rd best tonight,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4343.3,2026-09-22T06:21:16.339000+00:00,@Warisstupid,chats funnier than the hacks on stage.,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4345.3,2026-09-22T06:21:18.298000+00:00,@goodviibes8573,More chair more chair more chair ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4348.8,2026-09-22T06:21:21.796000+00:00,@ineverlutes,HOLY CHAIR ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4349.2,2026-09-22T06:21:22.220000+00:00,@z28diablo,Show us chair for Jimbo's entire set,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4349.8,2026-09-22T06:21:22.819000+00:00,@EricNelson1236,pro state?,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4351.4,2026-09-22T06:21:24.371000+00:00,@kirsteneldridge4489,Beautiful chair ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4351.9,2026-09-22T06:21:24.928000+00:00,@bigvinceking,,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4352.7,2026-09-22T06:21:25.670000+00:00,@alisonwayland6057,lol this is finally funny,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4353.6,2026-09-22T06:21:26.634000+00:00,@henryOP8749,Seeing a lot of names back  welcome all my hilarious chat ,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4355.4,2026-09-22T06:21:28.443000+00:00,@ruthless6752,the chair zoom is the crazyyy,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4356.1,2026-09-22T06:21:29.115000+00:00,@Jasonbrennerdj,More chair ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4356.7,2026-09-22T06:21:29.728000+00:00,@goodviibes8573,Yaaaaaassssss the chair ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4356.9,2026-09-22T06:21:29.931000+00:00,@MODERN-CAVEMAN-420,go back to the chair!,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4357.7,2026-09-22T06:21:30.675000+00:00,@McMisfit,gotta be in top of prostate issues,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4358.4,2026-09-22T06:21:31.377000+00:00,@Reasonable6,gay jew,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4358.7,2026-09-22T06:21:31.663000+00:00,@jackcarr3361,The contour is perfect ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4362.8,2026-09-22T06:21:35.830000+00:00,@Mike-Alice-D-InWonderland,the chair is funnier,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4363.8,2026-09-22T06:21:36.803000+00:00,@S.D.L-m1j,That's one sexy chair,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4364.3,2026-09-22T06:21:37.301000+00:00,@Zeroturn70,French kiss,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4368.7,2026-09-22T06:21:41.672000+00:00,@DeronJohnson70,chair,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4369.9,2026-09-22T06:21:42.932000+00:00,@bigvinceking,Boooooooo,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4371.4,2026-09-22T06:21:44.432000+00:00,@goodviibes8573,Empty chairs crack me up ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4374.6,2026-09-22T06:21:47.587000+00:00,@henryOP8749,French twist ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4375.6,2026-09-22T06:21:48.634000+00:00,@POOPURL,Backwards SnapBack at 50 years old ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4379.5,2026-09-22T06:21:52.533000+00:00,@alisonwayland6057,BRAVO CHAIR,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4382.2,2026-09-22T06:21:55.174000+00:00,@williamjohnson1302,looks soft,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4383.0,2026-09-22T06:21:55.981000+00:00,@moneymagic6119,LMAO CHAIR IS HILARIOUS,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4385.5,2026-09-22T06:21:58.476000+00:00,@POOPURL,Crazy ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4385.8,2026-09-22T06:21:58.809000+00:00,@DRFROGGENETICS,what made him think talking about his ass getting probed was the hook,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4390.2,2026-09-22T06:22:03.221000+00:00,@goodviibes8573,Get this guy out of the way of the chair ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4392.5,2026-09-22T06:22:05.507000+00:00,@POOPURL,Ur probably on it ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4394.9,2026-09-22T06:22:07.911000+00:00,@aliwritesfunny,#wherethatshakabeen,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4395.0,2026-09-22T06:22:07.956000+00:00,@billyboing215,these guys make me appreciate willuam montgomery,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4395.0,2026-09-22T06:22:08.046000+00:00,@Warisstupid,this guy sucks ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4396.6,2026-09-22T06:22:09.614000+00:00,@McMisfit,two thumbs up where,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4398.4,2026-09-22T06:22:11.439000+00:00,@ineverlutes,unclefinder,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4401.3,2026-09-22T06:22:14.341000+00:00,@Reasonable6,nose like a lighthouse and ears like a elephant confirmed jew,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4402.6,2026-09-22T06:22:15.592000+00:00,@POOPURL, Even around for years ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4405.6,2026-09-22T06:22:18.594000+00:00,@DeronJohnson70,I miss Uncle Floyd ,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4408.5,2026-09-22T06:22:21.483000+00:00,@Zeroturn70,Dumpster Danny is on it,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4409.1,2026-09-22T06:22:22.138000+00:00,@S.D.L-m1j,Henry,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4410.3,2026-09-22T06:22:23.270000+00:00,@rocjames1,Remember sunny and chair. I got you babe,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4412.2,2026-09-22T06:22:25.231000+00:00,@Jonny5ive5,heckler city there,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4412.2,2026-09-22T06:22:25.245000+00:00,@MODERN-CAVEMAN-420,"""give me the chair""   2","Bashar's Middle Eastern (auto-detected, please verify)",0.0
4419.0,2026-09-22T06:22:32.002000+00:00,@ruthless6752,,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4420.1,2026-09-22T06:22:33.050000+00:00,@bigvinceking,No it’s not it’s free,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4421.2,2026-09-22T06:22:34.173000+00:00,@Reasonable6,so he means 84%of israel,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4425.0,2026-09-22T06:22:37.952000+00:00,@ineverlutes,@rocjames ohh yeah!!,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4425.8,2026-09-22T06:22:38.848000+00:00,@Hackofalltrades-mh5fq,haaaahaaaa!,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4426.0,2026-09-22T06:22:39.041000+00:00,@z28diablo,Chino is reading chat and Jimbo think he's laughing at him,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4429.5,2026-09-22T06:22:42.476000+00:00,@ruthless6752,that one was good,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
4431.6,2026-09-22T06:22:44.551000+00:00,@billyboing215,"""joke"" must have a different definition in usa","Bashar's Middle Eastern (auto-detected, please verify)",0.0
4435.8,2026-09-22T06:22:48.844000+00:00,@McMisfit,haha,"Bashar's Middle Eastern (auto-detected, please verify)",1.0
4437.4,2026-09-22T06:22:50.393000+00:00,@Reasonable6,typical jew like epstien,"Bashar's Middle Eastern (auto-detected, please verify)",0.0
