video_t,wall_time,author,chat_name,text,sentiment,source_layer,current_performer,caption_window,audience
3611.0,2026-08-17 20:14:57,@z28diablo,,Chino was about to yoke her,neutral,vader,Rhonda Lee Kits,"in a real way from now on tonight for Chino. >> Go for Rhonda, ladies and gentlemen. You don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now.",true
3612.0,2026-08-17 20:14:58,@CaptainDookiepost,,where's the button that launches her into the hurricane? I've heard enough,neutral,vader,Rhonda Lee Kits,"in a real way from now on tonight for Chino. >> Go for Rhonda, ladies and gentlemen. You don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them.",true
3612.0,2026-08-17 20:14:58,@matisari7982,,W Chino,neutral,vader,Rhonda Lee Kits,"in a real way from now on tonight for Chino. >> Go for Rhonda, ladies and gentlemen. You don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them.",true
3613.0,2026-08-17 20:14:59,@streetvegan,,if she heard Dave Chappell her brain would blow up,neutral,vader,Rhonda Lee Kits,"Chino. >> Go for Rhonda, ladies and gentlemen. You don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them.",true
3613.0,2026-08-17 20:14:59,@GhosTGirLL99,,:grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes:,neutral,vader,Rhonda Lee Kits,"Chino. >> Go for Rhonda, ladies and gentlemen. You don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them.",true
3617.0,2026-08-17 20:15:03,@Paradox23333,,finally off the stage,neutral,vader,Rhonda Lee Kits,">> Go for Rhonda, ladies and gentlemen. You don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All",true
3617.0,2026-08-17 20:15:03,@Goddill,,:index_pointing_at_the_viewer::goggles:,neutral,vader,Rhonda Lee Kits,">> Go for Rhonda, ladies and gentlemen. You don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All",true
3617.0,2026-08-17 20:15:03,@ElkSlayer-208,,THESE GUYS EAT HOT DOGS WITH THEIR BUTTS,neutral,vader,Rhonda Lee Kits,">> Go for Rhonda, ladies and gentlemen. You don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All",true
3619.0,2026-08-17 20:15:05,@HollywoodStar2026,,rough few days with no power and water. can make one bitchy,negative,vader,Rhonda Lee Kits,">> Go for Rhonda, ladies and gentlemen. You don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an",true
3621.0,2026-08-17 20:15:07,@EricNelson1236,,sounded like she was getting in the mood,positive,vader,Rhonda Lee Kits,"don't have to worry about her. Her butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an Etsy. That was That was literally a",true
3623.0,2026-08-17 20:15:09,@ElkSlayer-208,,THESE GUYS EAT HOT DOGS WITH THEIR BUTTS,neutral,vader,Rhonda Lee Kits,"butthole's all nice and loose now. She's got all warmed up. Wait, is that not I don't know. Maybe she's fine. I don't know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an Etsy. That was That was literally a joke. I saw some of you just grabbed for",true
3628.0,2026-08-17 20:15:14,@Sereous313,,this guy never heard of an iron,neutral,vader,Rhonda Lee Kits,"know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an Etsy. That was That was literally a joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now,",true
3629.0,2026-08-17 20:15:15,@paular1911,,it's funny when they get mad,negative,vader,Rhonda Lee Kits,"know. Oh, by the way, Rhonda, the chat is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an Etsy. That was That was literally a joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now,",true
3630.0,2026-08-17 20:15:16,@S.D.L-m1j,,we're saving the best for Jimbo:grinning_squinting_face::grinning_face_with_sweat::rolling_on_the_floor_laughing:,positive,vader,Rhonda Lee Kits,"is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an Etsy. That was That was literally a joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She",true
3631.0,2026-08-17 20:15:17,@duderugz,,"hell yeah, that last guy was hilarious :face_with_tears_of_joy:",negative,vader,Rhonda Lee Kits,"is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an Etsy. That was That was literally a joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She",true
3632.0,2026-08-17 20:15:18,@streetvegan,,lol,positive,vader,Rhonda Lee Kits,"is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an Etsy. That was That was literally a joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but",true
3632.0,2026-08-17 20:15:18,@S2P999,,I love eating hotdogs with my butt,positive,vader,Rhonda Lee Kits,"is going crazy for Chalupa purses now. You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an Etsy. That was That was literally a joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but",true
3633.0,2026-08-17 20:15:19,@MissTessaMarie21,,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: at least she made fun of the audience! gained points in my book!,positive,vader,Rhonda Lee Kits,"You must make them. You must make them. Check out our Comedy Simulator Etsy. That'll be up in two weeks. I can't. All right, we are going. We don't have an Etsy. That was That was literally a joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We",true
3641.0,2026-08-17 20:15:27,@CarlCramer88,,Oh chalupa I thought she said fupa ,neutral,vader,Rhonda Lee Kits,"Etsy. That was That was literally a joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner.",true
3642.0,2026-08-17 20:15:28,@ONWARD24seven,,oh wow,positive,vader,Rhonda Lee Kits,"joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner.",true
3642.0,2026-08-17 20:15:28,@ineverlutes,,gooning for jimbo,neutral,vader,Rhonda Lee Kits,"joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner.",true
3642.0,2026-08-17 20:15:28,@Grimm_Destroyer,,slow motion lol,positive,vader,Rhonda Lee Kits,"joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner.",true
3643.0,2026-08-17 20:15:29,@S2P999,,Cowboy butts drive me nuts,negative,vader,Rhonda Lee Kits,"joke. I saw some of you just grabbed for your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner.",true
3644.0,2026-08-17 20:15:30,@Paradox23333,,BIGGIE,neutral,vader,Rhonda Lee Kits,"your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner.",true
3645.0,2026-08-17 20:15:31,@I_AM_VISION_ICONIC,,poor hotdogs:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::skull:,negative,vader,Rhonda Lee Kits,"your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner. >> Hey guys, how's it going?",true
3645.0,2026-08-17 20:15:31,@radiostarkilla21,,Lmao,positive,vader,Rhonda Lee Kits,"your phones. It doesn't exist. It's not a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner. >> Hey guys, how's it going?",true
3647.0,2026-08-17 20:15:33,@matisari7982,,oh boy,neutral,vader,Rhonda Lee Kits,"a real thing. All right, Joshua, you are on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner. >> Hey guys, how's it going?",true
3648.0,2026-08-17 20:15:34,@FrankieD-mj3ew,,I don't want anything these people have,negative,vader,Rhonda Lee Kits,"on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner. >> Hey guys, how's it going? >> I miss you too. I moved back to the west",true
3649.0,2026-08-17 20:15:35,@ElkSlayer-208,,lil miss tubs,negative,vader,Rhonda Lee Kits,"on deck. Coming to the stage right now, ladies and gentlemen. We missed her. She hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner. >> Hey guys, how's it going? >> I miss you too. I moved back to the west",true
3651.0,2026-08-17 20:15:37,@Sereous313,,well look at this little southern TacoBelle,positive,vader,Rhonda Lee Kits,"hasn't been here for the past few, but we got her back now. We all know her. We all love her. Jennifer Corki Gardner. >> Hey guys, how's it going? >> I miss you too. I moved back to the west side. So, if anybody wants to drive me",true
3661.0,2026-08-17 20:15:47,@ineverlutes,,@sereous lmao,positive,vader,Rhonda Lee Kits,">> Hey guys, how's it going? >> I miss you too. I moved back to the west side. So, if anybody wants to drive me here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme.",true
3662.0,2026-08-17 20:15:48,@matisari7982,,the last girl's mom,neutral,vader,Rhonda Lee Kits,">> Hey guys, how's it going? >> I miss you too. I moved back to the west side. So, if anybody wants to drive me here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't.",true
3664.0,2026-08-17 20:15:50,@ONWARD24seven,,look at the shitter on this critter,neutral,vader,Corky Gardner,">> Hey guys, how's it going? >> I miss you too. I moved back to the west side. So, if anybody wants to drive me here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay.",true
3665.0,2026-08-17 20:15:51,@S2P999,,WHOSE THIS FUCKIN HOBBIT,neutral,vader,Corky Gardner,">> Hey guys, how's it going? >> I miss you too. I moved back to the west side. So, if anybody wants to drive me here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay.",true
3667.0,2026-08-17 20:15:53,@CarlCramer88,,Holy shit it looks like she lives with the mutant Nija Turtles,negative,vader,Corky Gardner,">> Hey guys, how's it going? >> I miss you too. I moved back to the west side. So, if anybody wants to drive me here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay.",true
3668.0,2026-08-17 20:15:54,@radiostarkilla21,,Lol,positive,vader,Corky Gardner,">> I miss you too. I moved back to the west side. So, if anybody wants to drive me here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay.",true
3669.0,2026-08-17 20:15:55,@ElkSlayer-208,,boo you suck,negative,vader,Corky Gardner,">> I miss you too. I moved back to the west side. So, if anybody wants to drive me here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay. Um,",true
3670.0,2026-08-17 20:15:56,@duderugz,,this guy..,neutral,vader,Corky Gardner,"side. So, if anybody wants to drive me here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay. Um, >> you know, I live in behind that and",true
3672.0,2026-08-17 20:15:58,@paular1911,,im from west side mesa,neutral,vader,Corky Gardner,"here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay. Um, >> you know, I live in behind that and people know me and I don't know if it's",true
3673.0,2026-08-17 20:15:59,@HanzSygnal,,Corky RomaNO,neutral,vader,Corky Gardner,"here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay. Um, >> you know, I live in behind that and people know me and I don't know if it's",true
3674.0,2026-08-17 20:16:00,@Mrgoogle8,,It’s a Canadian ,neutral,vader,Corky Gardner,"here on Monday, >> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay. Um, >> you know, I live in behind that and people know me and I don't know if it's the trauma or the weed, but I can't",true
3675.0,2026-08-17 20:16:01,@vedicvixen,,She’s So Corky :upside_down_face::wine_glass:,neutral,vader,Corky Gardner,">> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay. Um, >> you know, I live in behind that and people know me and I don't know if it's the trauma or the weed, but I can't remember any of my friends and they're",true
3676.0,2026-08-17 20:16:02,@Goddill,,Wide Load ,neutral,vader,Corky Gardner,">> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay. Um, >> you know, I live in behind that and people know me and I don't know if it's the trauma or the weed, but I can't remember any of my friends and they're",true
3676.0,2026-08-17 20:16:02,@EricNelson1236,,sounded special Ed how you said it,positive,vader,Corky Gardner,">> I'm already ready to pack up. >> I'll be in the car. >> Are you from west side? Yes. >> Okay. found a rhyme. >> No, you didn't. >> Okay. Um, >> you know, I live in behind that and people know me and I don't know if it's the trauma or the weed, but I can't remember any of my friends and they're",true
3683.0,2026-08-17 20:16:09,@S2P999,,FRODO,neutral,vader,Corky Gardner,">> No, you didn't. >> Okay. Um, >> you know, I live in behind that and people know me and I don't know if it's the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this",true
3684.0,2026-08-17 20:16:10,@I_AM_VISION_ICONIC,,when to oompa loompas mate this is the results of the child,neutral,vader,Corky Gardner,">> No, you didn't. >> Okay. Um, >> you know, I live in behind that and people know me and I don't know if it's the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like,",true
3689.0,2026-08-17 20:16:15,@ElkSlayer-208,,I hate her,negative,vader,Corky Gardner,"Um, >> you know, I live in behind that and people know me and I don't know if it's the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like,",true
3689.0,2026-08-17 20:16:15,@CarlCramer88,,Free gum job for a ride ,positive,vader,Corky Gardner,"Um, >> you know, I live in behind that and people know me and I don't know if it's the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like,",true
3693.0,2026-08-17 20:16:19,@Grimm_Destroyer,,she's a little fierce lol,positive,vader,Corky Gardner,"the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing.""",true
3693.0,2026-08-17 20:16:19,@FrankieD-mj3ew,,the chair is really cool though,positive,vader,Corky Gardner,"the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing.""",true
3694.0,2026-08-17 20:16:20,@ONWARD24seven,,for sure Canadian,positive,vader,Corky Gardner,"the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing.""",true
3694.0,2026-08-17 20:16:20,@JimboTheComic,,I love corky yall be nice or at least funny :loudly_crying_face:,positive,vader,Corky Gardner,"the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing.""",true
3694.0,2026-08-17 20:16:20,@ChrisHansen1231,,Oh boy :face-red-droopy-eyes:,neutral,vader,Corky Gardner,"the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing.""",true
3694.0,2026-08-17 20:16:20,@Goddill,,Shes fun,positive,vader,Corky Gardner,"the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing.""",true
3695.0,2026-08-17 20:16:21,@Sereous313,,rocking the double layered moo moo,neutral,vader,Corky Gardner,"the trauma or the weed, but I can't remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing."" I don't even think Jessica. I'm like,",true
3697.0,2026-08-17 20:16:23,@Paradox23333,,STRIAT FROM THE GYM NO SHOWER LOST .1 POUNDS OFF THAT 500,negative,vader,Corky Gardner,"remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing."" I don't even think Jessica. I'm like, ""Who?"" She's [laughter] like, ""Oh."" So,",true
3697.0,2026-08-17 20:16:23,@matisari7982,,she should put a cork in it,neutral,vader,Corky Gardner,"remember any of my friends and they're like quirky. They give me a job at the cafeteria. They're like, ""You work with Michelle."" I'm like, ""Who?"" And this girl runs with open arms. And I'm like, ""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing."" I don't even think Jessica. I'm like, ""Who?"" She's [laughter] like, ""Oh."" So,",true
3706.0,2026-08-17 20:16:32,@HollywoodStar2026,,is the cam zooming out?,neutral,vader,Corky Gardner,"""Hi."" And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing."" I don't even think Jessica. I'm like, ""Who?"" She's [laughter] like, ""Oh."" So, I just play it off. I just pretend that, you know, everyone's my friend now, right? >> But I'm like, ""You were there?"" And you were there. I try to be super vague. I",true
3708.0,2026-08-17 20:16:34,@JimboTheComic,,Elk slayer if you aren’t funny next comment I’m booting you whack foo ,negative,vader,Corky Gardner,"And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing."" I don't even think Jessica. I'm like, ""Who?"" She's [laughter] like, ""Oh."" So, I just play it off. I just pretend that, you know, everyone's my friend now, right? >> But I'm like, ""You were there?"" And you were there. I try to be super vague. I remember Dan.",true
3709.0,2026-08-17 20:16:35,@ineverlutes,,CORKY :red_heart:,neutral,vader,Corky Gardner,"And I'm like, ""Who are you?"" She's like, ""We worked together for like two years. It's still nothing."" I don't even think Jessica. I'm like, ""Who?"" She's [laughter] like, ""Oh."" So, I just play it off. I just pretend that, you know, everyone's my friend now, right? >> But I'm like, ""You were there?"" And you were there. I try to be super vague. I remember Dan. >> Okay. Thank God. [laughter]",true
3714.0,2026-08-17 20:16:40,@duderugz,,this dude is funnier than the last dude :face_with_tears_of_joy:,positive,vader,Corky Gardner,"I don't even think Jessica. I'm like, ""Who?"" She's [laughter] like, ""Oh."" So, I just play it off. I just pretend that, you know, everyone's my friend now, right? >> But I'm like, ""You were there?"" And you were there. I try to be super vague. I remember Dan. >> Okay. Thank God. [laughter] >> Four times. >> Um, anyhow, you know what, guys? I think",true
3715.0,2026-08-17 20:16:41,@radiostarkilla21,,Getting laughs :flexed_biceps::flexed_biceps:,positive,vader,Corky Gardner,"I don't even think Jessica. I'm like, ""Who?"" She's [laughter] like, ""Oh."" So, I just play it off. I just pretend that, you know, everyone's my friend now, right? >> But I'm like, ""You were there?"" And you were there. I try to be super vague. I remember Dan. >> Okay. Thank God. [laughter] >> Four times. >> Um, anyhow, you know what, guys? I think I'm finally getting my a midlife",true
3716.0,2026-08-17 20:16:42,@Goddill,,The Balenciaga outfit ,neutral,vader,Corky Gardner,"I don't even think Jessica. I'm like, ""Who?"" She's [laughter] like, ""Oh."" So, I just play it off. I just pretend that, you know, everyone's my friend now, right? >> But I'm like, ""You were there?"" And you were there. I try to be super vague. I remember Dan. >> Okay. Thank God. [laughter] >> Four times. >> Um, anyhow, you know what, guys? I think I'm finally getting my a midlife",true
3717.0,2026-08-17 20:16:43,@Stillear,,most likely to drive a truck for a living,neutral,vader,Corky Gardner,"""Who?"" She's [laughter] like, ""Oh."" So, I just play it off. I just pretend that, you know, everyone's my friend now, right? >> But I'm like, ""You were there?"" And you were there. I try to be super vague. I remember Dan. >> Okay. Thank God. [laughter] >> Four times. >> Um, anyhow, you know what, guys? I think I'm finally getting my a midlife Chrysler.",true
3717.0,2026-08-17 20:16:43,@HanzSygnal,,"""what moo moo to wear for the show tonight...""",neutral,vader,Corky Gardner,"""Who?"" She's [laughter] like, ""Oh."" So, I just play it off. I just pretend that, you know, everyone's my friend now, right? >> But I'm like, ""You were there?"" And you were there. I try to be super vague. I remember Dan. >> Okay. Thank God. [laughter] >> Four times. >> Um, anyhow, you know what, guys? I think I'm finally getting my a midlife Chrysler.",true
3724.0,2026-08-17 20:16:50,@Sereous313,,her feet so wide like shes about to birth a burrito.,positive,vader,Corky Gardner,">> But I'm like, ""You were there?"" And you were there. I try to be super vague. I remember Dan. >> Okay. Thank God. [laughter] >> Four times. >> Um, anyhow, you know what, guys? I think I'm finally getting my a midlife Chrysler. >> [laughter] >> starting to finally get some uh hot flash drives.",true
3725.0,2026-08-17 20:16:51,@matisari7982,,Jimbo is this your aunt,neutral,vader,Corky Gardner,">> But I'm like, ""You were there?"" And you were there. I try to be super vague. I remember Dan. >> Okay. Thank God. [laughter] >> Four times. >> Um, anyhow, you know what, guys? I think I'm finally getting my a midlife Chrysler. >> [laughter] >> starting to finally get some uh hot flash drives.",true
3729.0,2026-08-17 20:16:55,@FrankieD-mj3ew,,it's a comedy show. where does nice come in. lol :grinning_squinting_face:,positive,vader,Corky Gardner,">> Okay. Thank God. [laughter] >> Four times. >> Um, anyhow, you know what, guys? I think I'm finally getting my a midlife Chrysler. >> [laughter] >> starting to finally get some uh hot flash drives. >> Where did things come from? >> Cancel. Silence. It's not really a",true
3732.0,2026-08-17 20:16:58,@CarlCramer88,,Can somebody point the camera to the fourth? And hit the mute button. Please and thanks.,positive,vader,Corky Gardner,">> Four times. >> Um, anyhow, you know what, guys? I think I'm finally getting my a midlife Chrysler. >> [laughter] >> starting to finally get some uh hot flash drives. >> Where did things come from? >> Cancel. Silence. It's not really a crisis. I don't have a midlife crisis.",true
3737.0,2026-08-17 20:17:03,@S.D.L-m1j,,Yee haw:cowboy_hat_face:,neutral,vader,Corky Gardner,Chrysler. >> [laughter] >> starting to finally get some uh hot flash drives. >> Where did things come from? >> Cancel. Silence. It's not really a crisis. I don't have a midlife crisis. It's more of a quarterly review.,true
3737.0,2026-08-17 20:17:03,@CarlCramer88,,Floor*,neutral,vader,Corky Gardner,Chrysler. >> [laughter] >> starting to finally get some uh hot flash drives. >> Where did things come from? >> Cancel. Silence. It's not really a crisis. I don't have a midlife crisis. It's more of a quarterly review.,true
3739.0,2026-08-17 20:17:05,@duderugz,,bro makes and drinks trucker bombs :face_with_tears_of_joy:,neutral,vader,Corky Gardner,>> starting to finally get some uh hot flash drives. >> Where did things come from? >> Cancel. Silence. It's not really a crisis. I don't have a midlife crisis. It's more of a quarterly review. Never goes well.,true
